fpType,relIndex,absIndex,fpName,pos,neg,smarts
substructure,30,140,Un140,TRUE,,"[#6][#6X3R](=[OX1])[#8X2][#6;!$(C=[O,N,S])]"
substructure,31,141,Un141,TRUE,,"[CX3;$([H0][#6]),$([H1])](=[OX1])[#8X2][CX3;$([H0][#6]),$([H1])](=[OX1])"
substructure,32,144,Un144,TRUE,,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[SX2][#6;!$(C=[O,N,S])]"
substructure,33,152,Un152,TRUE,,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]"
substructure,34,153,Un153,TRUE,,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[NX3H2]"
substructure,35,155,Un155,TRUE,,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3H0]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])]"
substructure,36,156,Un156,TRUE,,"[#6R][#6X3R](=[OX1])[#7X3;$([H1][#6;!$(C=[O,N,S])]),$([H0]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]"
substructure,37,158,Un158,TRUE,,"[#6X3;$([H0][#6]),$([H1])](=[OX1])[#7X3H0]([!#6])[#6X3;$([H0][#6]),$([H1])](=[OX1])"
substructure,38,164,Un164,TRUE,,"[CX3;$([H0][#6]),$([H1])](=[OX1])[#7X3;$([H1]),$([H0][#6;!$(C=[O,N,S])])][$([OX2H]),$([OX1-])]"
substructure,39,173,Un173,TRUE,,"[#6R][#6X3R](=,:[#7X2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[SX2][#6;!$(C=[O,N,S])]"
substructure,40,177,Un177,TRUE,,"[#6R][#6X3R](=,:[#7X2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[FX1,ClX1,BrX1,IX1]"
substructure,41,179,Un179,TRUE,,"[NX3,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])][C][CX3](=[OX1])[OX2H,OX1-]"
substructure,42,180,Un180,TRUE,,"[OX2H][C][CX3](=[OX1])[OX2H,OX1-]"
substructure,43,181,Un181,TRUE,,"[NX3;$([N][CX3](=[OX1])[C][NX3,NX4+])][C][CX3](=[OX1])[NX3;$([N][C][CX3](=[OX1])[NX3,OX2,OX1-])]"
substructure,44,182,Un182,TRUE,,"[NX3;$([N][CX3](=[OX1])[C][NX3,NX4+])][C][CX3](=[OX1])[OX2H,OX1-]"
substructure,45,183,Un183,TRUE,,"[NX3,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])][C][CX3](=[OX1])[NX3;$([N][C][CX3](=[OX1])[NX3,OX2,OX1-])]"
substructure,46,189,Un189,TRUE,,"[#6X3](=[OX1])[#6X3]=,:[#6X3][#7,#8,#16,F,Cl,Br,I]"
substructure,47,190,Un190,TRUE,,"[#6X3](=[OX1])[#6X3]=,:[#6X3][$([OX2H]),$([OX1-])]"
substructure,48,193,Un193,TRUE,,"[#6X3](=[OX1])[#6X3]=,:[#6X3][FX1,ClX1,BrX1,IX1]"
substructure,49,197,Un197,TRUE,,[!#6][#6X3](=[!#6])[!#6]
substructure,50,204,Un204,TRUE,,"[#7X2;!$([#7][!#6])]=,:[#6X3]([#16X2&!$([#16][!#6]),SX1-])[#7X3;!$([#7][!#6])]"
substructure,51,205,Un205,TRUE,,"[N;v3X3,v4X4+][CX3](=[N;v3X2,v4X3+])[N;v3X3,v4X4+]"
substructure,52,219,Un219,TRUE,,[NX2]=[CX2]=[SX1]
substructure,53,225,Un225,TRUE,,[Cl][c]
substructure,54,226,Un226,TRUE,,[F][c]
substructure,55,227,Un227,TRUE,,[Br][c]
substructure,56,231,Un231,TRUE,,[c]=[OX1]
substructure,57,232,Un232,TRUE,,[c]=[SX1]
substructure,58,233,Un233,TRUE,,[nX3H1+0]
substructure,59,234,Un234,TRUE,,[nX3H0+0]
substructure,60,236,Un236,TRUE,,[o]
substructure,61,237,Un237,TRUE,,[sX2]
substructure,62,243,Un243,TRUE,,[NX2](=[OX1])[!#7;!#8]
substructure,63,261,Un261,TRUE,,"[SX4](=[OX1])(=[OX1])([#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]"
substructure,64,264,Un264,TRUE,,"[SX4;$([H1]),$([H0][#6])](=[OX1])(=[OX1])[$([OX2H]),$([OX1-])]"
substructure,65,265,Un265,TRUE,,"[SX4;$([H1]),$([H0][#6])](=[OX1])(=[OX1])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]"
substructure,66,266,Un266,TRUE,,"[SX4;$([H1]),$([H0][#6])](=[OX1])(=[OX1])[OX2][#6;!$(C=[O,N,S])]"
substructure,67,267,Un267,TRUE,,"[SX4;$([H1]),$([H0][#6])](=[OX1])(=[OX1])[FX1,ClX1,BrX1,IX1]"
substructure,68,268,Un268,TRUE,,"[SX4;$([H1]),$([H0][#6])](=[!#6])(=[!#6])[!#6]"
substructure,69,278,Un278,TRUE,,"[SX2;$([H1]),$([H0][#6])][!#6]"
substructure,70,279,Un279,TRUE,,"[PX3;$([H3]),$([H2][#6]),$([H1]([#6])[#6]),$([H0]([#6])([#6])[#6])]"
substructure,71,285,Un285,TRUE,,"[PX4;$([H1]),$([H0][#6])](=[OX1])([OX2][#6;!$(C=[O,N,S])])[OX2][#6;!$(C=[O,N,S])]"
substructure,72,289,Un289,TRUE,,"[PX4;$([H1]),$([H0][#6])](=[!#6])([!#6])[!#6]"
substructure,73,291,Un291,TRUE,,"[PX4D4](=[OX1])([$([OX2H]),$([OX1-])])([$([OX2H]),$([OX1-])])[OX2][#6;!$(C=[O,N,S])]"
substructure,74,293,Un293,TRUE,,"[PX4D4](=[OX1])([OX2][#6;!$(C=[O,N,S])])([OX2][#6;!$(C=[O,N,S])])[OX2][#6;!$(C=[O,N,S])]"
substructure,75,300,Un300,TRUE,,[PX4D4](=[!#6])([!#6])([!#6])[!#6]
substructure,76,328,Un328,TRUE,,a
substructure,77,332,Un332,TRUE,,[D4R;$(*(@*)(@*)(@*)@*)]
substructure,78,334,Un334,TRUE,,[R;$(*(@*)(@*)@*);!$([D4R;$(*(@*)(@*)(@*)@*)]);!$([R;$(*(@*)(@*)@*);!$([R2;$(*(@*)(@*)(@*)@*)])]@[R;$(*(@*)(@*)@*);!$([R2;$(*(@*)(@*)(@*)@*)])])]
substructure,79,335,Un335,TRUE,,"[OX2;$([r5]1@C@C@C(O)@C1),$([r6]1@C@C@C(O)@C(O)@C1)]"
substructure,80,337,Un337,TRUE,,"[OX2;$([r5]1@C(!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C(O)@C1),$([r6]1@C(!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C(O)@C(O)@C1)]"
substructure,81,338,Un338,TRUE,,"[OX2;$([r5]1@C(!@[OX2H1])@C@C@C1),$([r6]1@C(!@[OX2H1])@C@C@C@C1)]"
substructure,82,341,Un341,TRUE,,"*=*[*]=,#,:[*]"
substructure,83,345,Un345,TRUE,,"[$(*=O),$([#16,#14,#5]),$([#7]([#6]=[OX1]))][#8X2][$(*=O),$([#16,#14,#5]),$([#7]([#6]=[OX1]))]"
substructure,84,355,Un355,TRUE,,"[$([#7X2,OX1,SX1]=,:**=,:*[!H0;!$([a;!n])]),$([#7X3,OX2,SX2;!H0]*=**=*),$([#7X3,OX2,SX2;!H0]*=,:**:n)]"
maccs,85,384,Un384,TRUE,,[#7]~[#6](~[#8])~[#8] ( NC(O)O)
maccs,86,386,Un386,TRUE,,[#7]~[#6](~[#7])~[#7] ( NC(N)N)
maccs,87,387,Un387,TRUE,,[#6]=;@[#6](@*)@* ( C$=C($A)$A)
maccs,88,388,Un388,TRUE,,[I] ( I)
maccs,89,391,Un391,TRUE,,[#6]~[!#6;!#1](~[#6])(~[#6])~* ( CQ(C)(C)A)
maccs,90,397,Un397,TRUE,,[#16R] ( S Heterocycle)
maccs,91,398,Un398,TRUE,,[#7]~[#6](~[#8])~[#7] ( NC(O)N)
maccs,92,404,Un404,TRUE,,[!C;!c;!#1;!H0]~*~[!C;!c;!#1;!H0] ( QHAQH)
maccs,93,408,Un408,TRUE,,[#16]~*~[#7] ( SAN)
maccs,94,409,Un409,TRUE,,[#8]~[!#6;!#1](~[#8])(~[#8]) ( OQ(O)O)
maccs,95,411,Un411,TRUE,,[#6]=[#6](~[#6])~[#6] ( C=C(C)C)
maccs,96,413,Un413,TRUE,,[#7]~[#7] ( NN)
maccs,97,414,Un414,TRUE,,[!#6;!#1;!H0]~*~*~*~[!#6;!#1;!H0] ( QHAAAQH)
maccs,98,415,Un415,TRUE,,[!#6;!#1;!H0]~*~*~[!#6;!#1;!H0] ( QHAAQH)
maccs,99,418,Un418,TRUE,,[#8R] ( O Heterocycle)
maccs,100,423,Un423,TRUE,,[R]!@[R] ( A$!A$A)
maccs,101,425,Un425,TRUE,,[#16]!@*@* ( A$A!S)
maccs,102,430,Un430,TRUE,,[!#6;!#1]~[!#6;!#1;!H0] ( QQH)
maccs,103,434,Un434,TRUE,,[#16]=* ( S=A)
maccs,104,435,Un435,TRUE,,[CH3]~*~[CH3] ( CH3ACH3)
maccs,105,438,Un438,TRUE,,[#7]~*~[#7] ( NAN)
maccs,106,440,Un440,TRUE,,[#7]~*~*~[#7] ( NAAN)
maccs,107,441,Un441,TRUE,,[#7]~*~*~*~[#7] ( NAAAN)
maccs,108,443,Un443,TRUE,,[CH2](~*)~[!#6;!#1;!H0] ( ACH2QH)
maccs,109,445,Un445,TRUE,,[NH2] ( NH2)
maccs,110,447,Un447,TRUE,,"[C;H2,H3][!#6;!#1][C;H2,H3] ( CH2QCH2)"
maccs,111,448,Un448,TRUE,,"[F,Cl,Br,I]!@*@* ( X!A$A)"
maccs,112,450,Un450,TRUE,,[#8]~*~*~*~[#8] ( OAAAO)
maccs,113,451,Un451,TRUE,,[#6H2](~*~*~[!#6!#1!H0])~* ( QHAACH2A)
maccs,114,452,Un452,TRUE,,[#6H2](~*~*~*~[!#6!#1!H0])~* ( QHAAACH2A)
maccs,115,456,Un456,TRUE,,[#7]~*~*~[#8] ( NAAO)
maccs,116,458,Un458,TRUE,,[#8]~*~*~*~[#7] ( NAAAO)
maccs,117,461,Un461,TRUE,,[#7]~[CH2]~* ( ACH2N)
maccs,118,462,Un462,TRUE,,[R]1@*@*@*@*@*@*@*@1 ( 8M Ring)
maccs,119,463,Un463,TRUE,,[!#6;!#1]~[#8] ( QO)
maccs,120,464,Un464,TRUE,,Cl ( CL)
maccs,121,465,Un465,TRUE,,[!#6;!#1;!H0]~*~[CH2]~* ( QHACH2A)
maccs,122,466,Un466,TRUE,,[R!x2](@*)(@*)@* ( A$A($A)$A)
maccs,123,467,Un467,TRUE,,[!#6;!#1]~*(~[!#6;!#1])~[!#6;!#1] ( QA(Q)Q)
maccs,124,468,Un468,TRUE,,"[F,Cl,Br,I]~*(~*)~* ( XA(A)A)"
maccs,125,469,Un469,TRUE,,[CH3]~*~*~*~[CH2]~* ( CH3AAACH2A)
maccs,126,470,Un470,TRUE,,[#8]~[CH2]~* ( ACH2O)
maccs,127,473,Un473,TRUE,,*(~*)(~*)(~*)~* ( AA(A)(A)A)
maccs,128,475,Un475,TRUE,,[CH3]~[CH2]~* ( CH3CH2A)
maccs,129,476,Un476,TRUE,,[CH3]~*~[CH2]~* ( CH3ACH2A)
maccs,130,477,Un477,TRUE,,[#6H3]~*~*~[#6H2]~* ( CH3AACH2A)
maccs,131,478,Un478,TRUE,,[#7]~*~[#8] ( NAO)
maccs,132,479,Un479,TRUE,,[#6H2]([#6H2]*)* >= 2
maccs,133,481,Un481,TRUE,,[!#6;R] >= 2
maccs,134,482,Un482,TRUE,,[#7;R] ( N Heterocycle)
maccs,135,483,Un483,TRUE,,[#7](~*)(~*)~* ( AN(A)A)
maccs,136,484,Un484,TRUE,,[#8]~[#6]~[#8] ( OCO)
maccs,137,485,Un485,TRUE,,[!#6;!#1]~[!#6;!#1] ( QQ)
maccs,138,488,Un488,TRUE,,[#8]!@[R]@* >= 2
maccs,139,489,Un489,TRUE,,[#6H2](~*~*~*~[#6H2]~*)~* ( ACH2AAACH2A)
maccs,140,490,Un490,TRUE,,[#6H2](~*~*~[#6H2]~*)~* ( ACH2AACH2A)
maccs,141,493,Un493,TRUE,,[#8]~*~[CH2]~* ( OACH2A)
maccs,142,495,Un495,TRUE,,"[F,Cl,Br,I] ( X (HALOGEN))"
maccs,143,496,Un496,TRUE,,[#7]!:*:* ( Nnot%A%A)
maccs,144,497,Un497,TRUE,,[#8]=* >= 2
maccs,145,499,Un499,TRUE,,[!#6;!#1]~[CH2]~* >= 2
maccs,146,502,Un502,TRUE,,[CH3] >= 3
maccs,147,506,Un506,TRUE,,[R]1@*@*@*@*@*@1 >= 2
maccs,148,510,Un510,TRUE,,"[C;H3,H4] >= 2"
maccs,149,512,Un512,TRUE,,[#7;!H0] ( NH)
maccs,150,513,Un513,TRUE,,[#8]~[#6](~[#6])~[#6] ( OC(C)C)
maccs,151,514,Un514,TRUE,,[!#6;!#1]~[CH2]~* ( QCH2A)
maccs,152,519,Un519,TRUE,,[#6]-[#7] ( C-N)
cactvs,153,673,Un673,TRUE,, >= 1 saturated or aromatic nitrogen-containing ring size 5
cactvs,154,676,Un676,TRUE,, >= 1 unsaturated non-aromatic nitrogen-containing ring size 5
cactvs,155,678,Un678,TRUE,, >= 2 any ring size 5
cactvs,156,680,Un680,TRUE,, >= 2 saturated or aromatic nitrogen-containing ring size 5
cactvs,157,684,Un684,TRUE,, >= 2 unsaturated non-aromatic heteroatom-containing ring size 5
cactvs,158,694,Un694,TRUE,, >= 4 saturated or aromatic nitrogen-containing ring size 5
cactvs,159,709,Un709,TRUE,, >= 1 saturated or aromatic heteroatom-containing ring size 6
cactvs,160,712,Un712,TRUE,, >= 1 unsaturated non-aromatic heteroatom-containing ring size 6
cactvs,161,714,Un714,TRUE,, >= 2 saturated or aromatic carbon-only ring size 6
cactvs,162,716,Un716,TRUE,, >= 2 saturated or aromatic heteroatom-containing ring size 6
cactvs,163,720,Un720,TRUE,, >= 3 any ring size 6
cactvs,164,721,Un721,TRUE,, >= 3 saturated or aromatic carbon-only ring size 6
cactvs,165,723,Un723,TRUE,, >= 3 saturated or aromatic heteroatom-containing ring size 6
cactvs,166,727,Un727,TRUE,, >= 4 any ring size 6
cactvs,167,728,Un728,TRUE,, >= 4 saturated or aromatic carbon-only ring size 6
cactvs,168,729,Un729,TRUE,, >= 4 saturated or aromatic nitrogen-containing ring size 6
cactvs,169,734,Un734,TRUE,, >= 5 any ring size 6
cactvs,170,741,Un741,TRUE,, >= 1 any ring size 7
cactvs,171,781,Un781,TRUE,, >= 1 unsaturated non-aromatic nitrogen-containing ring size 10
cactvs,172,784,Un784,TRUE,, >= 1 hetero-aromatic ring
cactvs,173,785,Un785,TRUE,, >= 2 aromatic rings
cactvs,174,786,Un786,TRUE,, >= 2 hetero-aromatic rings
cactvs,175,787,Un787,TRUE,, >= 3 aromatic rings
cactvs,176,788,Un788,TRUE,, >= 3 hetero-aromatic rings
cactvs,177,789,Un789,TRUE,, >= 4 aromatic rings
cactvs,178,790,Un790,TRUE,, >= 4 hetero-aromatic rings
cactvs,179,814,Un814,TRUE,,[#6]~[#8] ( C-O)
cactvs,180,820,Un820,TRUE,,[#6]~[#15] ( C-P)
cactvs,181,821,Un821,TRUE,,[#6]~[#16] ( C-S)
cactvs,182,832,Un832,TRUE,,[#7]~[#15] ( N-P)
cactvs,183,842,Un842,TRUE,,[#8]~[#15] ( O-P)
cactvs,184,859,Un859,TRUE,,[#6](~[Br])(:[n]) (C(~Br)(:N))
cactvs,185,879,Un879,TRUE,,[#6](~[#6])(~[#7]) (C(~C)(~N))
cactvs,186,881,Un881,TRUE,,[#6](~[#6])(~[#16]) (C(~C)(~S))
cactvs,187,887,Un887,TRUE,,[#6](~[#6])(:n)(:n) (C(~C)(:N)(:N))
cactvs,188,891,Un891,TRUE,,[#6](~[F])(~[F]) (C(~F)(~F))
cactvs,189,895,Un895,TRUE,,[#6&!H0](~[#8])(~[#8]) (C(~H)(~O)(~O))
cactvs,190,896,Un896,TRUE,,[#6&!H0](~[#16]) (C(~H)(~S))
cactvs,191,901,Un901,TRUE,,[#6&!H0](:n) (C(~H)(:N))
cactvs,192,902,Un902,TRUE,,[#6H3] (C(~H)(~H)(~H))
cactvs,193,906,Un906,TRUE,,[#6](~[#7])(:c)(:n) (C(~N)(:C)(:N))
cactvs,194,913,Un913,TRUE,,[#6](:c)(:c)(:c) (C(:C)(:C)(:C))
cactvs,195,914,Un914,TRUE,,[#6](:c)(:c)(:n) (C(:C)(:C)(:N))
cactvs,196,916,Un916,TRUE,,[#6](:c)(:n)(:n) (C(:C)(:N)(:N))
cactvs,197,917,Un917,TRUE,,[#6](:n)(:n) (C(:N)(:N))
cactvs,198,938,Un938,TRUE,,[#15](~[#6])(~[#6]) (P(~C)(~C))
cactvs,199,939,Un939,TRUE,,[#15](~[#8])(~[#8]) (P(~O)(~O))
cactvs,200,949,Un949,TRUE,,"[#6]=,:[#16] (C=S)"
cactvs,201,960,Un960,TRUE,,"[#6](-,:[#6])(-,:[#6])(=,:[#8]) (C(-C)(-C)(=O))"
cactvs,202,976,Un976,TRUE,,"[#6&!H0](=,:[#8]) (C(-H)(=O))"
cactvs,203,990,Un990,TRUE,,"[#8]-,:[#6]-,:[#6]=,:[#8] (O-C-C=O)"
cactvs,204,996,Un996,TRUE,,"[#8]=,:[#16]-,:[#6]-,:[#7] (O=S-C-N)"
cactvs,205,999,Un999,TRUE,,[#16]:[#6]:[#6]:[#6] (S:C:C:C)
cactvs,206,1002,Un1002,TRUE,,[#16]:[#6]:[#6]:[#7] (S:C:C:N)
cactvs,207,1003,Un1003,TRUE,,"[#16]-,:[#6]=,:[#7]-,:[#6] (S-C=N-C)"
cactvs,208,1005,Un1005,TRUE,,"[#7]-,:[#7]-,:[#6]:[#6] (N-N-C:C)"
cactvs,209,1006,Un1006,TRUE,,"[#16]-,:[#6]=,:[#7&!H0] (S-C=N-[#1])"
cactvs,210,1014,Un1014,TRUE,,"[#7]-,:[#6]:[#7]:[#7] (N-C:N:N)"
cactvs,211,1017,Un1017,TRUE,,"[#7]-,:[#6]-,:[#16]-,:[#6] (N-C-S-C)"
cactvs,212,1022,Un1022,TRUE,,"[#8]=,:[#6]-,:[#6]:[#7] (O=C-C:N)"
cactvs,213,1028,Un1028,TRUE,,"[#6]-,:[#16]-,:[#6]:[#6] (C-S-C:C)"
cactvs,214,1031,Un1031,TRUE,,"[Cl]-,:[#6]:[#6&!H0] (Cl-C:C-[#1])"
cactvs,215,1035,Un1035,TRUE,,"[#6]-,:[#6]-,:[#16]-,:[#6] (C-C-S-C)"
cactvs,216,1036,Un1036,TRUE,,"[#16]=,:[#6]-,:[#7]-,:[#6] (S=C-N-C)"
cactvs,217,1037,Un1037,TRUE,,"[Br]-,:[#6]:[#6]-,:[#6] (Br-C:C-C)"
cactvs,218,1039,Un1039,TRUE,,"[#16]=,:[#6]-,:[#7&!H0] (S=C-N-[#1])"
cactvs,219,1041,Un1041,TRUE,,[#16]:[#6]:[#6&!H0] (S:C:C-[#1])
cactvs,220,1050,Un1050,TRUE,,"[#6]-,:[#7]-,:[#7&!H0] (C-N-N-[#1])"
cactvs,221,1051,Un1051,TRUE,,"[#7]:[#6]:[#6]-,:[#6] (N:C:C-C)"
cactvs,222,1054,Un1054,TRUE,,"[Cl]-,:[#6]:[#6]-,:[Cl] (Cl-C:C-Cl)"
cactvs,223,1056,Un1056,TRUE,,"[#7&!H0]-,:[#6&!H0] ([#1]-N-C-[#1])"
cactvs,224,1059,Un1059,TRUE,,"[#16]-,:[#6]:[#6]-,:[#6] (S-C:C-C)"
cactvs,225,1060,Un1060,TRUE,,"[#16]-,:[#6]:[#6&!H0] (S-C:C-[#1])"
cactvs,226,1064,Un1064,TRUE,,"[#8]=,:[#6]-,:[#6]-,:[#7] (O=C-C-N)"
cactvs,227,1072,Un1072,TRUE,,"[#8]-,:[#6]:[#6]-,:[#8] (O-C:C-O)"
cactvs,228,1075,Un1075,TRUE,,"[#7]-,:[#6]:[#6]-,:[#7] (N-C:C-N)"
cactvs,229,1078,Un1078,TRUE,,"[Cl]-,:[#6]-,:[#6]-,:[#6] (Cl-C-C-C)"
cactvs,230,1089,Un1089,TRUE,,"[Cl]-,:[#6]-,:[#6]=,:[#8] (Cl-C-C=O)"
cactvs,231,1090,Un1090,TRUE,,"[Br]-,:[#6]-,:[#6]=,:[#8] (Br-C-C=O)"
cactvs,232,1101,Un1101,TRUE,,"[#8]-,:[#6]-,:[#6]=,:[#6] (O-C-C=C)"
cactvs,233,1104,Un1104,TRUE,,"[#7]=,:[#6]-,:[#6]:[#6&!H0] (N=C-C:C-[#1])"
cactvs,234,1105,Un1105,TRUE,,"c:c-,:[#7]-,:c:c (C:C-N-C:C)"
cactvs,235,1109,Un1109,TRUE,,"[#8]=,:[#6]-,:[#6]-,:[#6]-,:[#8] (O=C-C-C-O)"
cactvs,236,1113,Un1113,TRUE,,"[#6]-,:[#6]:[#6]-,:[#7]-,:[#6] (C-C:C-N-C)"
cactvs,237,1116,Un1116,TRUE,,"[#8]=,:[#6]-,:[#6]-,:[#6]=,:[#8] (O=C-C-C=O)"
cactvs,238,1119,Un1119,TRUE,,"[Cl]-,:[#6]-,:[#6]-,:[#6]-,:[#6] (Cl-C-C-C-C)"
cactvs,239,1128,Un1128,TRUE,,"[#7]-,:[#6]:[#6]:[#6]-,:[#6] (N-C:C:C-C)"
cactvs,240,1129,Un1129,TRUE,,"[#7]-,:[#6]:[#6]:[#6]-,:[#7] (N-C:C:C-N)"
cactvs,241,1132,Un1132,TRUE,,"[#6]-,:[#8]-,:[#6]-,:[#6]:c (C-O-C-C:C)"
cactvs,242,1135,Un1135,TRUE,,"[#7]-,:[#6]-,:[#6]-,:[#6]:c (N-C-C-C:C)"
cactvs,243,1137,Un1137,TRUE,,"[Cl]-,:[#6]-,:[#6]-,:[#7]-,:[#6] (Cl-C-C-N-C)"
cactvs,244,1140,Un1140,TRUE,,"[#7]-,:[#6]-,:[#8]-,:[#6]-,:[#6] (N-C-O-C-C)"
cactvs,245,1141,Un1141,TRUE,,"[#6]-,:[#7]-,:[#6]-,:[#6]-,:[#6] (C-N-C-C-C)"
cactvs,246,1142,Un1142,TRUE,,"[#6]-,:[#6]-,:[#8]-,:[#6]-,:[#6] (C-C-O-C-C)"
cactvs,247,1148,Un1148,TRUE,,"c:c-,:[#8]-,:[#6]-,:[#6] (C:C-O-C-C)"
cactvs,248,1150,Un1150,TRUE,,"[#8]=,:[#6]-,:[#8]-,:[#6]:c (O=C-O-C:C)"
cactvs,249,1151,Un1151,TRUE,,"[#8]=,:[#6]-,:[#6]:[#6]-,:[#6] (O=C-C:C-C)"
cactvs,250,1153,Un1153,TRUE,,"[#8]=,:[#6]-,:[#6]:[#6]-,:[#8] (O=C-C:C-O)"
cactvs,251,1157,Un1157,TRUE,,"[#16]-,:[#6]:c:c-,:[#7] (S-C:C:C-N)"
cactvs,252,1159,Un1159,TRUE,,"[#8]-,:[#6]:[#6]-,:[#8&!H0] (O-C:C-O-[#1])"
cactvs,253,1167,Un1167,TRUE,,"[#8]-,:[#6]-,:[#6]-,:[#6]-,:[#8] (O-C-C-C-O)"
cactvs,254,1168,Un1168,TRUE,,"[#6]=,:[#6]-,:[#6]-,:[#6]-,:[#6] (C=C-C-C-C)"
cactvs,255,1175,Un1175,TRUE,,"[#8]=,:[#6]-,:[#7]-,:[#6]-,:[#7] (O=C-N-C-N)"
cactvs,256,1176,Un1176,TRUE,,"[#8]=,:[#7]-,:[#6]:[#6]-,:[#7] (O=N-C:C-N)"
